Customer,Quote Time,Product,Quoted Price,Market At Quote,Inventory State,Capacity State,Competitor,Outcome,Mins To Decide,Final Gallons
C006,2025-08-24 10:12:00,RBOB,2.6599,2.6304,short,tight,competitor_undercut,reject,174.7,
C003,2025-08-24 13:34:00,ULSD,3.0859,3.0847,balanced,balanced,none,reject,62.9,
C001,2025-08-24 14:27:00,ULSD,3.1151,3.0671,long,open,competitor_undercut,accept,176.7,6185.3
C021,2025-08-24 15:00:00,RBOB,2.7145,2.6173,short,open,none,reject,3.0,
C004,2025-08-24 16:02:00,RBOB,2.6885,2.6304,short,balanced,sole_supplier,reject,77.3,
C022,2025-08-25 08:11:00,RBOB,2.5873,2.5414,balanced,balanced,competitor_matched,reject,183.4,
C006,2025-08-25 09:16:00,RBOB,2.5748,2.5524,long,open,competitor_matched,accept,135.8,8668.3
C005,2025-08-25 10:47:00,ULSD,3.1038,3.0639,balanced,balanced,none,reject,14.3,
C009,2025-08-25 12:54:00,ULSHO,2.1443,2.1787,short,tight,sole_supplier,accept,150.9,6710.8
C006,2025-08-25 13:14:00,RBOB,2.5458,2.5524,balanced,open,sole_supplier,reject,64.6,
C002,2025-08-25 15:09:00,ULSD,3.117,3.0639,balanced,tight,competitor_undercut,no_response,1662.3,
C023,2025-08-25 15:14:00,RBOB,2.6389,2.5581,balanced,open,none,reject,95.7,
C001,2025-08-25 15:18:00,ULSD,3.1465,3.0463,short,balanced,none,accept,84.6,6724.2
C009,2025-08-25 15:55:00,ULSHO,2.1443,2.1787,short,tight,competitor_undercut,accept,156.2,6876.8
C015,2025-08-25 16:06:00,ULSD,3.0339,3.07,balanced,balanced,none,accept,65.8,10847.4
C003,2025-08-25 16:50:00,RBOB,2.5448,2.5581,short,open,competitor_undercut,accept,161.7,8135.6
C016,2025-08-26 08:47:00,ULSD,3.0083,3.0194,balanced,open,competitor_matched,accept,206.1,21555.3
C001,2025-08-26 09:28:00,ULSD,3.007,3.0194,long,open,competitor_undercut,accept,64.6,6243.5
C012,2025-08-26 10:54:00,ULSD,3.0228,3.0194,balanced,open,none,accept,102.6,4386.0
C022,2025-08-26 11:17:00,RBOB,2.6717,2.5662,long,balanced,none,reject,119.2,
C009,2025-08-26 14:26:00,ULSHO,2.1854,2.1424,balanced,balanced,sole_supplier,reject,147.1,
C005,2025-08-27 07:35:00,ULSD,3.1275,3.1299,balanced,balanced,sole_supplier,no_response,1015.8,
C008,2025-08-27 07:38:00,ULSD,3.2372,3.1299,long,open,competitor_undercut,reject,58.3,
C010,2025-08-27 07:42:00,ULSHO,2.2696,2.185,short,open,competitor_matched,no_response,392.7,
C021,2025-08-27 08:02:00,RBOB,2.5976,2.5292,short,open,competitor_matched,reject,102.2,
C001,2025-08-27 09:44:00,ULSD,3.133,3.1146,short,balanced,none,no_response,1408.2,
C016,2025-08-27 16:10:00,ULSD,3.1023,3.1146,balanced,open,competitor_matched,accept,69.5,15477.2
C024,2025-08-28 07:54:00,ULSD,3.2039,3.1127,short,open,competitor_undercut,reject,29.9,
C006,2025-08-28 08:43:00,RBOB,2.5227,2.5481,short,balanced,competitor_matched,accept,122.0,7101.4
C024,2025-08-28 09:46:00,ULSD,3.0996,3.1127,balanced,open,competitor_matched,accept,146.7,4984.7
C010,2025-08-28 11:59:00,ULSD,3.199,3.1127,balanced,tight,competitor_matched,reject,106.4,
C010,2025-08-28 12:10:00,ULSHO,2.1801,2.1859,long,balanced,competitor_matched,reject,7.8,
C013,2025-08-28 14:00:00,ULSD,3.2046,3.1127,balanced,tight,competitor_undercut,reject,156.6,
C001,2025-08-28 14:25:00,ULSD,3.2001,3.1127,long,tight,none,reject,90.3,
C007,2025-08-28 14:34:00,ULSD,3.1756,3.1254,short,open,competitor_undercut,reject,187.7,
C006,2025-08-29 09:35:00,RBOB,2.6391,2.5296,short,balanced,none,accept,86.0,6177.0
C010,2025-08-29 10:03:00,ULSHO,2.213,2.1656,balanced,tight,sole_supplier,no_response,192.7,
C007,2025-08-29 13:00:00,RBOB,2.5325,2.5296,long,tight,sole_supplier,reject,3.0,
C005,2025-08-29 14:15:00,ULSD,3.0594,3.0771,balanced,tight,competitor_undercut,accept,71.4,7963.9
C001,2025-08-29 16:48:00,RBOB,2.5811,2.5134,balanced,open,competitor_matched,reject,77.9,
C023,2025-08-30 07:53:00,ULSD,3.0753,3.0719,balanced,tight,none,reject,110.1,
C003,2025-08-30 09:32:00,RBOB,2.6354,2.5315,long,tight,competitor_undercut,reject,167.4,
C015,2025-08-30 13:54:00,ULSD,3.0784,3.0719,short,balanced,competitor_matched,reject,88.1,
C005,2025-08-30 14:01:00,ULSD,3.1466,3.052,balanced,tight,competitor_undercut,reject,112.0,
C009,2025-08-30 14:06:00,ULSHO,2.1489,2.1684,short,tight,competitor_undercut,accept,189.4,4864.7
C011,2025-08-30 14:09:00,ULSD,3.0283,3.052,short,open,sole_supplier,accept,146.0,6830.7
C007,2025-08-31 07:43:00,ULSD,3.0706,3.0915,long,tight,competitor_undercut,no_response,1361.8,
C017,2025-08-31 09:43:00,RBOB,2.4595,2.4014,short,balanced,competitor_matched,reject,146.6,
C002,2025-08-31 09:59:00,ULSD,3.1115,3.0915,balanced,open,competitor_matched,accept,74.2,5236.5
C005,2025-08-31 11:55:00,ULSD,3.1622,3.0915,balanced,open,sole_supplier,reject,116.2,
C005,2025-08-31 13:42:00,ULSD,3.0755,3.0915,balanced,tight,competitor_matched,accept,136.8,9051.7
C019,2025-08-31 15:41:00,ULSD,3.0845,3.0811,short,balanced,competitor_matched,accept,192.1,153253.3
C019,2025-09-01 08:09:00,ULSD,3.1612,3.1195,balanced,open,competitor_matched,reject,8.7,
C008,2025-09-01 09:54:00,ULSD,3.1059,3.1324,long,open,competitor_undercut,accept,230.0,6343.1
C006,2025-09-01 11:53:00,RBOB,2.5199,2.4664,short,balanced,competitor_undercut,reject,108.0,
C001,2025-09-01 13:05:00,RBOB,2.558,2.4607,short,open,competitor_undercut,reject,35.7,
C024,2025-09-01 14:58:00,ULSD,3.2121,3.1195,short,balanced,sole_supplier,reject,83.6,
C017,2025-09-01 15:04:00,RBOB,2.4435,2.4607,long,balanced,competitor_matched,accept,154.9,12170.6
C011,2025-09-01 16:43:00,ULSD,3.2068,3.1324,long,tight,sole_supplier,reject,10.2,
C011,2025-09-02 09:12:00,ULSD,3.1002,3.1139,long,balanced,none,accept,153.9,6972.1
C005,2025-09-02 11:57:00,ULSD,3.196,3.1139,short,open,sole_supplier,reject,107.5,
C016,2025-09-02 13:04:00,RBOB,2.4498,2.4602,balanced,balanced,none,accept,84.0,18095.2
C018,2025-09-02 16:22:00,RBOB,2.523,2.4886,balanced,balanced,sole_supplier,no_response,1406.9,
C024,2025-09-03 07:19:00,ULSD,3.0959,3.0937,balanced,tight,competitor_matched,reject,20.2,
C010,2025-09-03 07:49:00,ULSD,3.0798,3.0937,long,open,sole_supplier,accept,103.8,6522.2
C002,2025-09-03 09:08:00,ULSD,3.2052,3.1034,short,balanced,none,accept,221.8,4887.9
C023,2025-09-03 09:14:00,RBOB,2.492,2.5356,long,open,competitor_undercut,accept,52.7,6452.4
C003,2025-09-03 10:37:00,ULSD,3.1123,3.1153,long,tight,none,reject,3.0,
C003,2025-09-03 10:42:00,RBOB,2.6267,2.5356,balanced,tight,competitor_undercut,reject,41.6,
C016,2025-09-03 15:35:00,RBOB,2.5061,2.4994,balanced,open,competitor_undercut,accept,251.5,8129.6
C009,2025-09-04 13:42:00,ULSHO,2.1929,2.1301,short,open,sole_supplier,reject,16.6,
C011,2025-09-04 14:01:00,ULSD,3.0979,3.1096,long,balanced,none,accept,142.1,8462.3
C017,2025-09-04 14:22:00,RBOB,2.6831,2.5912,long,open,sole_supplier,reject,7.5,
C024,2025-09-04 16:02:00,ULSD,3.2101,3.1018,balanced,open,sole_supplier,reject,110.5,
C010,2025-09-04 16:22:00,ULSHO,2.2054,2.1131,long,open,none,no_response,564.7,
C011,2025-09-05 15:00:00,ULSD,3.0835,3.0321,balanced,balanced,competitor_undercut,accept,130.1,8449.2
C014,2025-09-05 15:10:00,RBOB,2.6823,2.6101,long,balanced,sole_supplier,reject,3.0,
C004,2025-09-05 15:58:00,ULSD,3.0087,3.0321,long,open,sole_supplier,accept,172.6,6748.9
C024,2025-09-06 07:40:00,ULSD,3.0418,2.9661,balanced,balanced,sole_supplier,no_response,73.4,
C012,2025-09-06 11:10:00,ULSHO,2.2568,2.2256,balanced,tight,competitor_undercut,reject,113.2,
C012,2025-09-06 11:59:00,ULSHO,2.2088,2.2256,balanced,tight,competitor_matched,accept,49.7,5939.7
C024,2025-09-06 12:36:00,ULSD,2.9473,2.9661,long,tight,competitor_undercut,accept,91.8,4785.9
C021,2025-09-06 16:45:00,RBOB,2.5993,2.5074,long,tight,competitor_undercut,reject,77.5,
C012,2025-09-06 16:45:00,ULSD,3.0589,2.9661,long,balanced,competitor_undercut,reject,51.2,
C011,2025-09-07 07:10:00,ULSD,3.1133,3.0143,balanced,balanced,none,no_response,700.1,
C007,2025-09-07 09:42:00,ULSD,3.07,3.0143,short,balanced,competitor_undercut,accept,109.2,6940.5
C003,2025-09-07 10:20:00,ULSD,3.1103,3.0266,long,tight,sole_supplier,accept,148.8,9016.8
C011,2025-09-07 11:15:00,ULSD,3.0352,3.0143,balanced,balanced,competitor_matched,no_response,497.5,
C011,2025-09-07 12:44:00,ULSD,3.1092,3.0143,balanced,balanced,competitor_undercut,reject,116.5,
C023,2025-09-07 12:58:00,ULSD,3.0852,3.0266,long,tight,none,reject,107.0,
C005,2025-09-07 14:23:00,ULSD,3.0409,3.0143,balanced,tight,none,reject,3.0,
C002,2025-09-07 15:27:00,ULSD,3.0861,3.0143,short,tight,none,reject,50.8,
C013,2025-09-08 08:16:00,ULSD,3.0232,2.9863,balanced,balanced,none,no_response,1020.7,
C024,2025-09-08 09:34:00,ULSD,2.9761,2.9863,balanced,balanced,none,accept,79.4,5141.7
C011,2025-09-08 10:59:00,ULSD,2.9761,3.0016,short,tight,competitor_matched,accept,154.3,8065.5
C013,2025-09-08 13:24:00,ULSHO,2.3115,2.2594,short,open,none,accept,95.7,6393.5
C003,2025-09-08 13:26:00,RBOB,2.4599,2.458,balanced,balanced,competitor_matched,accept,187.2,7942.1
C009,2025-09-08 13:49:00,ULSHO,2.2715,2.2698,long,open,none,accept,237.5,6958.8
C003,2025-09-09 07:54:00,RBOB,2.3996,2.4359,balanced,balanced,competitor_undercut,accept,136.8,6388.9
C021,2025-09-09 09:27:00,RBOB,2.3976,2.4117,short,tight,competitor_undercut,accept,175.7,6244.2
C015,2025-09-09 11:26:00,RBOB,2.3976,2.4359,long,open,competitor_undercut,accept,92.2,5338.7
C001,2025-09-09 14:23:00,ULSD,2.9905,2.9975,balanced,balanced,competitor_undercut,accept,243.5,5725.1
C024,2025-09-09 16:10:00,ULSD,3.0557,2.9975,balanced,open,competitor_matched,reject,47.2,
C024,2025-09-09 16:41:00,ULSD,3.0428,2.9975,balanced,open,none,reject,108.5,
C024,2025-09-10 11:40:00,ULSD,3.1244,3.0723,balanced,open,competitor_undercut,reject,3.0,
C018,2025-09-10 13:01:00,RBOB,2.5059,2.4402,long,open,none,reject,85.7,
C012,2025-09-11 09:02:00,ULSHO,2.3891,2.3956,short,balanced,competitor_matched,accept,119.7,5885.3
C013,2025-09-11 09:33:00,ULSHO,2.3821,2.3956,long,balanced,competitor_matched,accept,144.3,7151.1
C004,2025-09-11 14:41:00,RBOB,2.4413,2.3463,balanced,tight,none,no_response,1435.8,
C021,2025-09-11 16:42:00,RBOB,2.3839,2.3294,long,open,none,reject,78.1,
C024,2025-09-12 08:08:00,ULSD,3.1039,3.1191,balanced,open,none,accept,165.9,8704.2
C013,2025-09-12 10:49:00,ULSD,3.1741,3.1191,balanced,tight,competitor_matched,no_response,924.4,
C009,2025-09-12 11:14:00,ULSHO,2.4522,2.4349,short,tight,sole_supplier,accept,121.5,5404.4
C021,2025-09-12 14:31:00,RBOB,2.3659,2.3451,long,balanced,competitor_matched,reject,113.4,
C005,2025-09-12 16:58:00,ULSD,3.216,3.1272,short,tight,competitor_undercut,reject,88.2,
C021,2025-09-13 08:48:00,RBOB,2.3978,2.2989,balanced,open,competitor_undercut,no_response,1179.6,
C012,2025-09-13 11:38:00,ULSHO,2.4195,2.4352,balanced,open,competitor_undercut,accept,169.0,6545.7
C013,2025-09-13 11:48:00,ULSD,3.3295,3.228,balanced,open,sole_supplier,reject,125.9,
C003,2025-09-13 16:57:00,RBOB,2.3983,2.3165,balanced,open,competitor_matched,reject,90.5,
C010,2025-09-14 07:10:00,ULSHO,2.4303,2.4349,short,tight,competitor_matched,reject,132.1,
C022,2025-09-14 08:53:00,RBOB,2.3645,2.3037,balanced,open,competitor_undercut,reject,49.5,
C011,2025-09-14 09:21:00,ULSD,3.3123,3.2773,balanced,open,sole_supplier,accept,109.2,6199.5
C011,2025-09-14 12:25:00,ULSD,3.3873,3.2773,balanced,tight,sole_supplier,reject,117.5,
C006,2025-09-14 12:33:00,RBOB,2.4006,2.3134,long,balanced,competitor_matched,reject,125.2,
C008,2025-09-14 14:12:00,ULSD,3.3634,3.2773,balanced,balanced,competitor_undercut,reject,143.1,
C011,2025-09-14 16:18:00,ULSD,3.3191,3.2773,long,balanced,sole_supplier,accept,163.2,10196.2
C007,2025-09-15 08:41:00,ULSD,3.2481,3.2815,balanced,tight,competitor_undercut,accept,223.2,6931.7
C010,2025-09-15 10:43:00,ULSD,3.2481,3.2644,balanced,tight,competitor_undercut,accept,31.6,5469.1
C011,2025-09-15 10:54:00,ULSD,3.2488,3.2815,balanced,balanced,sole_supplier,accept,236.5,7490.5
C023,2025-09-15 11:38:00,ULSD,3.3278,3.2905,long,open,sole_supplier,reject,129.0,
C008,2025-09-15 14:37:00,ULSD,3.3137,3.2815,short,balanced,competitor_undercut,reject,75.3,
C001,2025-09-16 07:18:00,RBOB,2.2709,2.2712,balanced,tight,none,accept,97.2,7640.4
C006,2025-09-16 08:11:00,RBOB,2.3923,2.2838,short,tight,none,reject,115.9,
C008,2025-09-16 10:51:00,ULSD,3.376,3.3225,balanced,tight,sole_supplier,no_response,1413.8,
C004,2025-09-16 10:51:00,RBOB,2.3667,2.2838,long,open,competitor_matched,accept,110.0,5861.9
C023,2025-09-16 10:51:00,ULSD,3.428,3.3341,balanced,tight,competitor_undercut,reject,77.5,
C008,2025-09-16 11:00:00,ULSD,3.3346,3.3225,balanced,tight,competitor_matched,accept,160.0,5353.2
C010,2025-09-16 15:04:00,ULSD,3.325,3.3077,short,tight,sole_supplier,accept,68.7,6248.0
C017,2025-09-16 15:52:00,RBOB,2.3232,2.2712,balanced,tight,sole_supplier,reject,62.3,
C014,2025-09-16 15:55:00,RBOB,2.2826,2.2838,balanced,tight,sole_supplier,accept,11.7,14147.9
C006,2025-09-16 16:08:00,RBOB,2.2598,2.2838,balanced,balanced,competitor_matched,accept,107.5,8725.4
C011,2025-09-16 16:47:00,ULSD,3.3126,3.3225,short,tight,sole_supplier,no_response,1146.6,
C010,2025-09-17 09:25:00,ULSD,3.4163,3.343,balanced,tight,competitor_undercut,reject,168.9,
C004,2025-09-17 09:47:00,RBOB,2.254,2.2793,balanced,balanced,sole_supplier,accept,98.0,6729.9
C021,2025-09-17 09:52:00,RBOB,2.254,2.259,short,balanced,none,accept,111.6,4835.6
C001,2025-09-17 10:27:00,RBOB,2.254,2.259,balanced,tight,sole_supplier,reject,129.7,
C006,2025-09-18 07:48:00,RBOB,2.2388,2.2659,short,open,none,accept,57.1,9637.7
C021,2025-09-18 08:39:00,RBOB,2.2388,2.2487,balanced,open,sole_supplier,accept,163.4,5612.6
C002,2025-09-18 09:07:00,ULSD,3.2788,3.3066,balanced,tight,competitor_undercut,accept,127.5,6320.5
C008,2025-09-18 09:10:00,ULSD,3.3032,3.3066,balanced,tight,none,reject,152.7,
C003,2025-09-18 09:17:00,ULSD,3.3937,3.316,balanced,open,competitor_undercut,reject,144.4,
C005,2025-09-18 09:27:00,ULSD,3.2793,3.3066,balanced,tight,none,accept,174.2,7995.8
C012,2025-09-18 09:34:00,ULSD,3.3568,3.2855,long,balanced,sole_supplier,accept,59.1,7948.3
C015,2025-09-18 13:42:00,ULSD,3.3329,3.316,balanced,balanced,competitor_undercut,reject,12.7,
C024,2025-09-18 16:39:00,ULSD,3.3003,3.2855,long,open,competitor_undercut,accept,148.0,5571.7
C012,2025-09-18 16:55:00,ULSHO,2.5045,2.4444,balanced,balanced,none,reject,5.3,
C012,2025-09-19 15:50:00,ULSD,3.2836,3.2931,long,open,sole_supplier,accept,113.2,10750.5
C022,2025-09-19 16:39:00,RBOB,2.2666,2.2259,balanced,balanced,sole_supplier,reject,113.0,
C012,2025-09-20 08:48:00,ULSHO,2.3804,2.3705,short,open,none,accept,210.5,6678.8
C013,2025-09-20 09:14:00,ULSD,3.4061,3.2967,balanced,tight,competitor_undercut,reject,3.0,
C003,2025-09-20 09:22:00,RBOB,2.2106,2.1861,long,open,competitor_undercut,reject,3.0,
C006,2025-09-20 11:55:00,RBOB,2.1642,2.1717,balanced,tight,none,accept,123.4,8223.9
C012,2025-09-20 12:26:00,ULSD,3.3272,3.2967,long,open,sole_supplier,reject,160.6,
C011,2025-09-20 12:56:00,ULSD,3.3821,3.3136,balanced,balanced,sole_supplier,reject,133.8,
C001,2025-09-20 13:01:00,ULSD,3.2982,3.2967,long,balanced,none,reject,171.1,
C012,2025-09-21 09:05:00,ULSHO,2.2989,2.3064,balanced,open,competitor_undercut,no_response,1578.3,
C010,2025-09-21 11:02:00,ULSHO,2.3816,2.3064,short,open,none,reject,40.9,
C007,2025-09-21 13:35:00,ULSD,3.2999,3.2404,short,balanced,competitor_matched,accept,43.0,8391.3
C018,2025-09-21 14:22:00,RBOB,2.2103,2.1783,balanced,balanced,competitor_undercut,reject,152.5,
C022,2025-09-21 14:27:00,RBOB,2.2569,2.1611,balanced,open,none,reject,145.2,
C021,2025-09-21 14:39:00,RBOB,2.1477,2.1611,balanced,tight,sole_supplier,accept,67.2,5685.6
C024,2025-09-21 15:53:00,ULSD,3.2089,3.2269,balanced,open,competitor_undercut,accept,144.8,5993.4
C021,2025-09-21 16:32:00,RBOB,2.1477,2.1611,long,open,none,accept,159.7,6317.4
C005,2025-09-22 08:05:00,ULSD,3.303,3.2404,balanced,balanced,competitor_matched,reject,194.0,
C024,2025-09-22 10:16:00,ULSD,3.2479,3.2143,balanced,balanced,competitor_undercut,reject,77.2,
C004,2025-09-22 10:30:00,ULSD,3.2835,3.2404,balanced,balanced,sole_supplier,accept,185.4,7986.5
C012,2025-09-22 11:19:00,ULSD,3.3,3.2143,balanced,open,competitor_undercut,accept,99.4,8610.9
C002,2025-09-22 12:27:00,ULSD,3.2402,3.2404,balanced,tight,sole_supplier,accept,187.5,5785.7
C006,2025-09-22 13:46:00,RBOB,2.3184,2.2502,balanced,balanced,competitor_undercut,no_response,1639.2,
C021,2025-09-22 16:22:00,RBOB,2.3054,2.2334,balanced,balanced,none,reject,54.5,
C008,2025-09-23 08:11:00,ULSD,3.2613,3.2295,balanced,balanced,competitor_matched,reject,3.0,
C007,2025-09-23 08:20:00,ULSD,3.3293,3.2295,balanced,tight,sole_supplier,reject,206.5,
C004,2025-09-23 10:26:00,RBOB,2.3314,2.3289,balanced,tight,competitor_undercut,reject,115.2,
C022,2025-09-23 11:44:00,RBOB,2.4159,2.3218,long,open,competitor_matched,no_response,1772.2,
C001,2025-09-24 07:39:00,RBOB,2.3649,2.3842,long,tight,competitor_undercut,no_response,1696.4,
C005,2025-09-24 10:46:00,ULSD,3.204,3.2101,long,balanced,competitor_matched,accept,193.0,9159.7
C013,2025-09-24 11:16:00,ULSHO,2.3385,2.28,long,balanced,none,reject,3.0,
C013,2025-09-24 11:55:00,ULSD,3.2127,3.2025,balanced,balanced,competitor_matched,reject,85.9,
C002,2025-09-24 13:06:00,ULSD,3.187,3.2101,short,open,competitor_undercut,no_response,1161.0,
C022,2025-09-25 11:02:00,RBOB,2.4226,2.4058,short,tight,competitor_undercut,accept,147.3,2557.1
C002,2025-09-25 11:34:00,ULSD,3.229,3.1321,short,open,none,reject,47.9,
C022,2025-09-25 14:00:00,RBOB,2.3966,2.4058,balanced,tight,sole_supplier,accept,147.8,3713.7
C012,2025-09-25 15:24:00,ULSD,3.2273,3.1261,balanced,open,sole_supplier,reject,126.8,
C001,2025-09-25 16:24:00,RBOB,2.3966,2.4058,long,tight,sole_supplier,accept,151.6,7068.6
C003,2025-09-26 07:01:00,RBOB,2.4466,2.3942,long,open,sole_supplier,accept,87.8,7647.7
C012,2025-09-26 07:01:00,ULSHO,2.3973,2.3371,short,tight,competitor_undercut,reject,11.4,
C006,2025-09-26 07:44:00,RBOB,2.3599,2.3842,balanced,balanced,sole_supplier,accept,138.6,8648.6
C005,2025-09-26 09:34:00,ULSD,3.172,3.1282,balanced,open,competitor_matched,accept,132.1,8306.1
C011,2025-09-26 11:05:00,ULSD,3.101,3.1282,balanced,tight,competitor_matched,accept,117.6,7423.3
C005,2025-09-26 16:06:00,ULSD,3.1106,3.1282,short,balanced,sole_supplier,accept,132.6,6011.8
C009,2025-09-26 16:37:00,ULSHO,2.3652,2.351,short,balanced,competitor_matched,reject,31.9,
C005,2025-09-26 16:43:00,ULSD,3.1679,3.1282,balanced,balanced,none,reject,95.3,
C022,2025-09-27 07:04:00,RBOB,2.5162,2.4316,short,open,none,reject,104.8,
C008,2025-09-27 07:18:00,ULSD,3.1073,3.1353,balanced,balanced,competitor_undercut,accept,111.1,8039.4
C011,2025-09-27 07:53:00,ULSD,3.222,3.1353,balanced,open,none,reject,240.7,
C014,2025-09-27 10:17:00,RBOB,2.4745,2.4435,balanced,tight,none,no_response,1697.6,
C005,2025-09-27 11:25:00,ULSD,3.2211,3.1353,short,open,sole_supplier,reject,154.7,
C024,2025-09-27 11:32:00,ULSD,3.2076,3.1273,balanced,open,competitor_matched,reject,145.9,
C004,2025-09-28 07:19:00,ULSD,3.1719,3.1359,balanced,open,competitor_matched,accept,100.7,6293.8
C012,2025-09-28 07:29:00,ULSHO,2.3904,2.4083,balanced,open,competitor_matched,no_response,1881.6,
C009,2025-09-28 08:02:00,ULSHO,2.4705,2.412,balanced,balanced,competitor_matched,reject,34.7,
C018,2025-09-28 10:39:00,RBOB,2.4864,2.466,long,balanced,competitor_matched,reject,124.8,
C003,2025-09-28 13:37:00,ULSD,3.1489,3.1421,short,open,competitor_undercut,reject,138.5,
C022,2025-09-28 14:03:00,RBOB,2.4875,2.4419,balanced,tight,competitor_matched,reject,134.8,
C001,2025-09-28 14:06:00,RBOB,2.498,2.4419,short,open,none,no_response,1497.2,
C004,2025-09-28 16:51:00,RBOB,2.4973,2.4557,balanced,tight,competitor_matched,reject,82.5,
C007,2025-09-28 16:57:00,ULSD,3.173,3.1359,balanced,tight,competitor_undercut,reject,11.9,
C002,2025-09-29 12:40:00,ULSD,3.1073,3.087,short,open,competitor_matched,accept,119.5,6176.3
C002,2025-09-29 14:00:00,ULSD,3.0671,3.087,balanced,balanced,sole_supplier,accept,94.0,4997.5
C006,2025-09-29 16:39:00,RBOB,2.4279,2.4406,balanced,open,sole_supplier,accept,99.3,9057.6
C006,2025-09-30 09:01:00,RBOB,2.5308,2.4369,long,balanced,competitor_matched,no_response,699.3,
C014,2025-09-30 10:01:00,RBOB,2.4606,2.4369,long,tight,competitor_matched,reject,157.5,
C023,2025-09-30 10:20:00,RBOB,2.5305,2.457,long,tight,none,reject,57.0,
C005,2025-09-30 12:15:00,ULSD,3.1242,3.1327,balanced,tight,sole_supplier,reject,110.8,
C009,2025-09-30 14:12:00,ULSHO,2.4238,2.4488,long,tight,sole_supplier,accept,145.1,5223.7
C021,2025-09-30 14:45:00,RBOB,2.4128,2.4242,balanced,balanced,competitor_undercut,accept,195.5,3422.4
C006,2025-09-30 15:23:00,RBOB,2.492,2.4369,balanced,open,none,accept,126.9,7761.7
C022,2025-09-30 15:58:00,RBOB,2.4091,2.4242,balanced,open,competitor_matched,accept,91.3,4158.0
C013,2025-09-30 16:55:00,ULSD,3.2173,3.1168,balanced,balanced,competitor_matched,reject,3.0,
C002,2025-10-01 08:21:00,ULSD,3.0553,3.0709,balanced,tight,none,accept,146.4,5150.4
C006,2025-10-01 11:12:00,RBOB,2.4192,2.4453,long,tight,competitor_matched,accept,85.3,9824.5
C008,2025-10-01 12:01:00,ULSD,3.0518,3.0709,balanced,open,competitor_undercut,no_response,1310.1,
C006,2025-10-01 12:15:00,RBOB,2.4843,2.4453,short,balanced,competitor_matched,accept,135.0,8551.9
C010,2025-10-01 12:40:00,ULSHO,2.5697,2.4793,balanced,open,competitor_matched,reject,121.3,
C005,2025-10-01 13:55:00,ULSD,3.0796,3.0709,long,balanced,none,accept,33.6,9297.7
C009,2025-10-01 15:44:00,ULSHO,2.5048,2.4886,long,balanced,sole_supplier,no_response,1878.0,
C007,2025-10-01 16:04:00,RBOB,2.4829,2.4453,balanced,balanced,none,accept,150.3,7354.5
C008,2025-10-02 10:46:00,ULSD,3.1475,3.0575,balanced,balanced,competitor_undercut,reject,6.8,
C024,2025-10-02 11:36:00,ULSD,3.1143,3.0509,balanced,balanced,none,reject,61.2,
C023,2025-10-02 12:39:00,RBOB,2.4157,2.4391,balanced,tight,none,accept,50.7,5495.5
C013,2025-10-02 13:59:00,ULSD,3.0938,3.0509,short,balanced,sole_supplier,no_response,2472.0,
C003,2025-10-02 14:33:00,RBOB,2.5042,2.4391,long,tight,sole_supplier,accept,129.6,7764.3
C008,2025-10-02 15:14:00,ULSD,3.0715,3.0575,long,tight,competitor_matched,accept,80.9,8584.6
C001,2025-10-03 07:02:00,ULSD,3.1973,3.1221,short,balanced,competitor_matched,reject,179.7,
C001,2025-10-03 09:22:00,ULSD,3.1098,3.1221,short,tight,competitor_undercut,accept,86.8,5744.6
C001,2025-10-03 10:08:00,RBOB,2.3981,2.411,long,tight,competitor_matched,accept,126.2,7612.6
C004,2025-10-03 11:16:00,RBOB,2.4308,2.4232,balanced,open,competitor_undercut,accept,78.1,4193.2
C005,2025-10-03 15:46:00,ULSD,3.1744,3.1292,balanced,tight,competitor_matched,reject,127.3,
C005,2025-10-04 07:28:00,ULSD,3.1715,3.0983,balanced,tight,competitor_matched,reject,116.8,
C024,2025-10-04 08:19:00,ULSD,3.1537,3.0875,long,tight,competitor_undercut,no_response,1884.8,
C012,2025-10-04 11:21:00,ULSD,3.1055,3.0875,long,open,competitor_undercut,reject,48.3,
C001,2025-10-04 14:15:00,ULSD,3.1041,3.0875,long,tight,sole_supplier,accept,85.2,7071.1
C006,2025-10-05 08:21:00,RBOB,2.3443,2.3761,short,balanced,competitor_matched,accept,173.1,10030.2
C005,2025-10-05 14:56:00,ULSD,3.1058,3.0729,balanced,balanced,competitor_undercut,no_response,1942.5,
C006,2025-10-06 08:02:00,RBOB,2.4461,2.4693,balanced,tight,sole_supplier,no_response,1081.7,
C005,2025-10-06 10:52:00,ULSD,3.1131,3.1399,long,tight,none,no_response,1562.7,
C010,2025-10-06 13:15:00,ULSD,3.1834,3.1229,balanced,tight,sole_supplier,no_response,967.5,
C018,2025-10-06 13:27:00,RBOB,2.4885,2.4732,balanced,balanced,competitor_matched,accept,101.8,9666.7
C010,2025-10-06 14:18:00,ULSD,3.1999,3.1229,long,open,sole_supplier,reject,116.2,
C010,2025-10-06 15:10:00,ULSHO,2.604,2.5099,balanced,open,competitor_matched,reject,3.0,
C012,2025-10-06 15:12:00,ULSD,3.1131,3.1229,short,balanced,sole_supplier,accept,89.9,7648.1
C011,2025-10-06 15:38:00,ULSD,3.1748,3.1399,balanced,tight,competitor_matched,accept,62.4,5941.8
